"Response_Address","Response_X","Response_Y","city","dist","village","neighbour","road","lane","alley","number"
"臺北市中山區正守里2鄰新生北路一段62巷1號","303553.582",2771057.735,"臺北市","中山區","正守里","2鄰","新生北路一段","62巷",NA,"1號"
"臺北市松山區東光里31鄰南京東路五段123巷4弄26號","306689.373",2771702.397,"臺北市","松山區","東光里","31鄰","南京東路五段","123巷","4弄","26號"
"臺北市大同區光能里10鄰赤峰街27號","302401.097",2771870.903,"臺北市","大同區","光能里","10鄰","赤峰街",NA,NA,"27號"
"臺北市萬華區和平里17鄰雙園街60巷46弄12號","299734.025",2769142.421,"臺北市","萬華區","和平里","17鄰","雙園街","60巷","46弄","12號"
"臺北市萬華區銘德里20鄰環河南路三段227號","299707.143",2768195.797,"臺北市","萬華區","銘德里","20鄰","環河南路三段",NA,NA,"227號"
"臺北市大安區義村里20鄰仁愛路三段123巷7號","304700.805",2770197.886,"臺北市","大安區","義村里","20鄰","仁愛路三段","123巷",NA,"7號"
"臺北市萬華區柳鄉里16鄰桂林路242巷68弄9號","299806.675",2769844.635,"臺北市","萬華區","柳鄉里","16鄰","桂林路","242巷","68弄","9號"
"臺北市萬華區新安里3鄰萬大路137巷17號","300562.22",2769094.649,"臺北市","萬華區","新安里","3鄰","萬大路","137巷",NA,"17號"
"臺北市萬華區華中里11鄰武成街30號","299993.696",2767932.132,"臺北市","萬華區","華中里","11鄰","武成街",NA,NA,"30號"
"臺北市文山區萬有里11鄰三福街57號","304898.015",2765638.504,"臺北市","文山區","萬有里","11鄰","三福街",NA,NA,"57號"
"臺北市大安區古莊里6鄰羅斯福路二段93號","302894.401",2768664.993,"臺北市","大安區","古莊里","6鄰","羅斯福路二段",NA,NA,"93號"
"臺北市中正區幸市里15鄰新生南路一段108之1號","303738.919",2770264.595,"臺北市中正區幸市","中正區","幸市里","15鄰","新生南路一段",NA,NA,"108之1號"
"臺北市中正區新營里3鄰羅斯福路一段7號","302271.614",2769586.181,"臺北市","中正區","新營里","3鄰","羅斯福路一段",NA,NA,"7號"
"臺北市文山區興光里4鄰興隆路三段19號","306031.097",2765988.575,"臺北市","文山區","興光里","4鄰","興隆路三段",NA,NA,"19號"
"臺北市中正區忠勤里26鄰南海路93巷4弄1號","301264.154",2769038.638,"臺北市","中正區","忠勤里","26鄰","南海路","93巷","4弄","1號"
"臺北市中正區板溪里3鄰羅斯福路二段140號","302785.584",2768746.724,"臺北市","中正區","板溪里","3鄰","羅斯福路二段",NA,NA,"140號"
"臺北市萬華區頂碩里27鄰西藏路272號","300582.632",2769160.425,"臺北市","萬華區","頂碩里","27鄰","西藏路",NA,NA,"272號"
"臺北市萬華區華江里9鄰長順街105巷7號","299426.695",2769438.822,"臺北市","萬華區","華江里","9鄰","長順街","105巷",NA,"7號"
"臺北市中正區永功里14鄰泉州街20巷31號","301745.513",2768843.76,"臺北市","中正區","永功里","14鄰","泉州街","20巷",NA,"31號"
"臺北市信義區興雅里2鄰松高路1號","306907.982",2770276.969,"臺北市","信義區","興雅里","2鄰","松高路",NA,NA,"1號"
"臺北市大安區和安里3鄰復興南路一段342號","304832.317",2769876.147,"臺北市","大安區","和安里","3鄰","復興南路一段",NA,NA,"342號"
"臺北市信義區五常里4鄰永吉路201號","307874.007",2770966.376,"臺北市","信義區","五常里","4鄰","永吉路",NA,NA,"201號"
"臺北市信義區景勤里2鄰吳興街170巷2弄4號","306712.925",2769053.412,"臺北市","信義區","景勤里","2鄰","吳興街","170巷","2弄","4號"
"臺北市中正區梅花里10鄰北平東路30號","303072.719",2770944.573,"臺北市","中正區","梅花里","10鄰","北平東路",NA,NA,"30號"
"臺北市信義區景聯里8鄰基隆路二段79巷1號","306365.113",2769228.614,"臺北市","信義區","景聯里","8鄰","基隆路二段","79巷",NA,"1號"
"臺北市松山區三民里1鄰延壽街151號","306810.58",2772201.394,"臺北市","松山區","三民里","1鄰","延壽街",NA,NA,"151號"
"臺北市松山區吉祥里10鄰八德路四段135號","306724.767",2771296.026,"臺北市","松山區","吉祥里","10鄰","八德路四段",NA,NA,"135號"
"臺北市信義區雅祥里19鄰松隆路159巷3號","307775.946",2771155.816,"臺北市","信義區","雅祥里","19鄰","松隆路","159巷",NA,"3號"
"臺北市中正區板溪里14鄰和平西路一段56號","302435.656",2768800.163,"臺北市","中正區","板溪里","14鄰","和平西路一段",NA,NA,"56號"
"臺北市松山區復建里11鄰八德路三段200號","306144.17",2771202.814,"臺北市","松山區","復建里","11鄰","八德路三段",NA,NA,"200號"
"臺北市中山區埤頭里5鄰八德路二段174巷15弄11號","304370.9",2770881.908,"臺北市","中山區","埤頭里","5鄰","八德路二段","174巷","15弄","11號"
"臺北市信義區三犁里20鄰信義路五段150巷16弄6號","307459.532",2769012.37,"臺北市","信義區","三犁里","20鄰","信義路五段","150巷","16弄","6號"
"臺北市內湖區蘆洲里2鄰安康路139號","310530.984",2772905.642,"臺北市","內湖區","蘆洲里","2鄰","安康路",NA,NA,"139號"
"臺北市南港區合成里20鄰忠孝東路六段185巷4弄12號","309282.535",2771429.955,"臺北市","南港區","合成里","20鄰","忠孝東路六段","185巷","4弄","12號"
"臺北市南港區合成里21鄰忠孝東路六段267號","309489.872",2771417.359,"臺北市","南港區","合成里","21鄰","忠孝東路六段",NA,NA,"267號"
"臺北市松山區精忠里10鄰富錦街89號","305702.126",2772533.437,"臺北市","松山區","精忠里","10鄰","富錦街",NA,NA,"89號"
"臺北市大安區建倫里1鄰忠孝東路四段176號","305634.846",2770461.594,"臺北市","大安區","建倫里","1鄰","忠孝東路四段",NA,NA,"176號"
"臺北市中山區民安里18鄰中山北路二段68號","302726.236",2772173.521,"臺北市","中山區","民安里","18鄰","中山北路二段",NA,NA,"68號"
"臺北市南港區成福里16鄰成福路79巷2弄16號","309263.611",2770640.81,"臺北市","南港區","成福里","16鄰","成福路","79巷","2弄","16號"
"臺北市中正區板溪里7鄰南昌路二段112號","302697.723",2768741.563,"臺北市","中正區","板溪里","7鄰","南昌路二段",NA,NA,"112號"
"臺北市大安區光信里3鄰光復南路412號","306246.413",2769953.053,"臺北市","大安區","光信里","3鄰","光復南路",NA,NA,"412號"
"臺北市南港區合成里6鄰玉成街52巷1號","308666.695",2771228.796,"臺北市","南港區","合成里","6鄰","玉成街","52巷",NA,"1號"
"臺北市內湖區蘆洲里3鄰安康路212號","310795.559",2772910.429,"臺北市","內湖區","蘆洲里","3鄰","安康路",NA,NA,"212號"
"臺北市士林區芝山里28鄰德行東路260巷7號","303911.816",2777998.316,"臺北市","士林區","芝山里","28鄰","德行東路","260巷",NA,"7號"
"臺北市文山區樟腳里6鄰木新路二段275號","307142.225",2764004.941,"臺北市","文山區","樟腳里","6鄰","木新路二段",NA,NA,"275號"
"臺北市信義區松友里6鄰信義路六段56號","308164.225",2769747.261,"臺北市","信義區","松友里","6鄰","信義路六段",NA,NA,"56號"
"臺北市中山區康樂里6鄰長春路6號","302799.157",2771956.554,"臺北市","中山區","康樂里","6鄰","長春路",NA,NA,"6號"
"臺北市文山區華興里7鄰木柵路一段329號","306192.059",2764637.788,"臺北市","文山區","華興里","7鄰","木柵路一段",NA,NA,"329號"
"臺北市中山區成功里6鄰北安路630巷17號","305491.858",2775071.961,"臺北市","中山區","成功里","6鄰","北安路","630巷",NA,"17號"
"臺北市文山區景東里19鄰景華街128巷2弄15號","305193.971",2765332.703,"臺北市","文山區","景東里","19鄰","景華街","128巷","2弄","15號"
"臺北市文山區指南里2鄰指南路三段33巷54號","308638.972",2764171.815,"臺北市","文山區","指南里","2鄰","指南路三段","33巷",NA,"54號"
"臺北市中山區正守里10鄰林森北路67巷47號","303071.949",2771243.789,"臺北市","中山區","正守里","10鄰","林森北路","67巷",NA,"47號"
"臺北市文山區景慶里1鄰羅斯福路六段204號","304594.258",2765186.226,"臺北市","文山區","景慶里","1鄰","羅斯福路六段",NA,NA,"204號"
"臺北市文山區木新里7鄰指南路一段55之1號","307634.743",2764550.445,"臺北市","文山區","木新里","7鄰","指南路一段",NA,NA,"55之1號"
"臺北市中山區民安里10鄰中山北路二段16巷15號","302593.316",2771770.043,"臺北市","中山區","民安里","10鄰","中山北路二段","16巷",NA,"15號"
"臺北市信義區中興里2鄰光復南路495號","306298.666",2769488.833,"臺北市","信義區","中興里","2鄰","光復南路",NA,NA,"495號"
"臺北市文山區博嘉里13鄰和平東路四段83號","307289.966",2766491.791,"臺北市","文山區","博嘉里","13鄰","和平東路四段",NA,NA,"83號"
"臺北市文山區萬年里19鄰羅斯福路五段192巷25號","304210.12",2766261.089,"臺北市","文山區","萬年里","19鄰","羅斯福路五段","192巷",NA,"25號"
"臺北市信義區永吉里1鄰市民大道六段288號","308435.453",2771353.716,"臺北市信義區永吉里1鄰市","信義區","永吉里","1鄰","市民大道六段",NA,NA,"288號"
"臺北市大安區昌隆里8鄰忠孝東路三段201號","304386.948",2770524.198,"臺北市","大安區","昌隆里","8鄰","忠孝東路三段",NA,NA,"201號"
"臺北市中山區江山里17鄰民生東路三段57號","304597.089",2772312.491,"臺北市","中山區","江山里","17鄰","民生東路三段",NA,NA,"57號"
"臺北市萬華區壽德里16鄰萬大路323號","300502.496",2768565.315,"臺北市","萬華區","壽德里","16鄰","萬大路",NA,NA,"323號"
"臺北市大安區敦安里12鄰信義路四段187號","305602.609",2769592.517,"臺北市","大安區","敦安里","12鄰","信義路四段",NA,NA,"187號"
"臺北市文山區木柵里20鄰秀明路一段117號","307209.549",2764892.895,"臺北市","文山區","木柵里","20鄰","秀明路一段",NA,NA,"117號"
"臺北市中山區力行里28鄰南京東路三段28號","304273.574",2771621.19,"臺北市","中山區","力行里","28鄰","南京東路三段",NA,NA,"28號"
"臺北市大安區光信里1鄰仁愛路四段416號","306230.778",2770036.615,"臺北市","大安區","光信里","1鄰","仁愛路四段",NA,NA,"416號"
"臺北市大安區義安里20鄰安和路二段80號","305606.147",2769165.413,"臺北市","大安區","義安里","20鄰","安和路二段",NA,NA,"80號"
"臺北市松山區新東里1鄰民生東路五段233號","307255.783",2772468.271,"臺北市","松山區","新東里","1鄰","民生東路五段",NA,NA,"233號"
"臺北市中正區網溪里18鄰牯嶺街128號","302371.805",2768408.633,"臺北市","中正區","網溪里","18鄰","牯嶺街",NA,NA,"128號"
"臺北市南港區中南里9鄰忠孝東路七段611號","312069.979",2771814.542,"臺北市","南港區","中南里","9鄰","忠孝東路七段",NA,NA,"611號"
"臺北市中正區南福里19鄰寧波西街76之1號","302135.843",2769210.219,"臺北市","中正區","南福里","19鄰","寧波西街",NA,NA,"76之1號"
"臺北市南港區萬福里8鄰玉成街148號","308878.883",2770892.706,"臺北市","南港區","萬福里","8鄰","玉成街",NA,NA,"148號"
"臺北市中正區螢圃里1鄰和平西路一段80號","302361.796",2768796.356,"臺北市","中正區","螢圃里","1鄰","和平西路一段",NA,NA,"80號"
"臺北市大安區誠安里11鄰安東街45號","304749.817",2770709.63,"臺北市","大安區","誠安里","11鄰","安東街",NA,NA,"45號"
"臺北市信義區中興里12鄰信義路四段391號","306357.023",2769578.226,"臺北市","信義區","中興里","12鄰","信義路四段",NA,NA,"391號"
"臺北市內湖區港墘里20鄰瑞光路362號","307737.173",2774459.756,"臺北市","內湖區","港墘里","20鄰","瑞光路",NA,NA,"362號"
"臺北市信義區安康里27鄰松德路170之7號","307891.565",2769912.654,"臺北市","信義區","安康里","27鄰","松德路",NA,NA,"170之7號"
"臺北市中山區圓山里13鄰中山北路三段53之6號","302761.185",2773411.305,"臺北市","中山區","圓山里","13鄰","中山北路三段",NA,NA,"53之6號"
"臺北市中正區黎明里3鄰忠孝西路一段45號","302261.158",2771003.898,"臺北市","中正區","黎明里","3鄰","忠孝西路一段",NA,NA,"45號"
"臺北市大安區錦華里1鄰潮州街104號","303053.82",2769080.328,"臺北市","大安區","錦華里","1鄰","潮州街",NA,NA,"104號"
"臺北市士林區聖山里16鄰德行東路180號","303540.424",2777900.743,"臺北市","士林區","聖山里","16鄰","德行東路",NA,NA,"180號"
"臺北市內湖區港墘里20鄰瑞光路210號","308138.717",2774230.864,"臺北市","內湖區","港墘里","20鄰","瑞光路",NA,NA,"210號"
"臺北市大安區民炤里18鄰仁愛路三段24巷1弄4之2號","304087.932",2770002.937,"臺北市","大安區","民炤里","18鄰","仁愛路三段","24巷","1弄","4之2號"
"臺北市大同區星明里10鄰寧夏路22之5號","301955.487",2771994.41,"臺北市","大同區","星明里","10鄰","寧夏路",NA,NA,"22之5號"
"臺北市松山區精忠里10鄰富錦街77巷2弄2號","305666.666",2772569.679,"臺北市","松山區","精忠里","10鄰","富錦街","77巷","2弄","2號"
"臺北市士林區忠誠里19鄰中山北路六段90號","302947.459",2777519.782,"臺北市","士林區","忠誠里","19鄰","中山北路六段",NA,NA,"90號"
"臺北市松山區中華里11鄰南京東路四段1號","305457.611",2771640.975,"臺北市","松山區","中華里","11鄰","南京東路四段",NA,NA,"1號"
"臺北市大安區大學里3鄰溫州街79號","303793.699",2768097.489,"臺北市","大安區","大學里","3鄰","溫州街",NA,NA,"79號"
"臺北市中正區忠勤里20鄰南海路107號","301192.817",2768909.958,"臺北市","中正區","忠勤里","20鄰","南海路",NA,NA,"107號"
"臺北市大安區古莊里1鄰羅斯福路二段75之1號","302799.987",2768806.168,"臺北市","大安區","古莊里","1鄰","羅斯福路二段",NA,NA,"75之1號"
"臺北市大安區龍圖里3鄰建國南路二段11巷28之1號","304424.763",2769510.303,"臺北市","大安區","龍圖里","3鄰","建國南路二段","11巷",NA,"28之1號"
"臺北市中正區水源里9鄰汀州路三段184號","303986.283",2767320.722,"臺北市","中正區","水源里","9鄰","汀州路三段",NA,NA,"184號"
"臺北市中正區新營里16鄰杭州南路二段98之1號","302656.555",2769089.51,"臺北市","中正區","新營里","16鄰","杭州南路二段",NA,NA,"98之1號"
"臺北市中山區江山里25鄰復興北路344號","304880.691",2772509.229,"臺北市","中山區","江山里","25鄰","復興北路",NA,NA,"344號"
"臺北市中正區螢雪里9鄰汀州路二段10號","302073.831",2768723.426,"臺北市","中正區","螢雪里","9鄰","汀州路二段",NA,NA,"10號"
"臺北市中山區朱馥里12鄰民生東路三段28號","304417.461",2772269.966,"臺北市","中山區","朱馥里","12鄰","民生東路三段",NA,NA,"28號"
"臺北市中正區永功里11鄰汀州路一段283號","301846.616",2768796.358,"臺北市","中正區","永功里","11鄰","汀州路一段",NA,NA,"283號"
"臺北市南港區九如里11鄰研究院路三段203號","311733.319",2769593.814,"臺北市","南港區","九如里","11鄰","研究院路三段",NA,NA,"203號"
"臺北市中山區行仁里7鄰龍江路328巷7號","304523.518",2773112.638,"臺北市","中山區","行仁里","7鄰","龍江路","328巷",NA,"7號"
"臺北市南港區東明里5鄰南港路二段120號","310725.475",2771849.885,"臺北市","南港區","東明里","5鄰","南港路二段",NA,NA,"120號"
"臺北市內湖區秀湖里7鄰成功路四段323巷13號","310453.229",2775201.59,"臺北市","內湖區","秀湖里","7鄰","成功路四段","323巷",NA,"13號"
"臺北市內湖區湖興里5鄰成功路二段426巷7弄9號","309448.389",2773851.437,"臺北市","內湖區","湖興里","5鄰","成功路二段","426巷","7弄","9號"
"臺北市中山區江寧里18鄰民權東路三段58號","304709.524",2772772.343,"臺北市","中山區","江寧里","18鄰","民權東路三段",NA,NA,"58號"
"臺北市松山區中正里2鄰八德路二段449號","305225.73",2771239.969,"臺北市","松山區","中正里","2鄰","八德路二段",NA,NA,"449號"
"臺北市大同區朝陽里14鄰重慶北路二段48號","301850.651",2772018.408,"臺北市","大同區","朝陽里","14鄰","重慶北路二段",NA,NA,"48號"
"臺北市中正區林興里15鄰羅斯福路三段128巷15號","303177.346",2768136.344,"臺北市","中正區","林興里","15鄰","羅斯福路三段","128巷",NA,"15號"
"臺北市萬華區福星里15鄰昆明街34號","301045.019",2771079.373,"臺北市","萬華區","福星里","15鄰","昆明街",NA,NA,"34號"
"臺北市中山區松江里10鄰松江路293之511號","303820.887",2772602.583,"臺北市","中山區","松江里","10鄰","松江路",NA,NA,"293之511號"
"臺北市大安區錦泰里7鄰杭州南路二段61巷28號","302863.702",2769203.84,"臺北市","大安區","錦泰里","7鄰","杭州南路二段","61巷",NA,"28號"
"臺北市中正區黎明里2鄰忠孝西路一段7號","302388.467",2770969.899,"臺北市","中正區","黎明里","2鄰","忠孝西路一段",NA,NA,"7號"
"臺北市中正區南福里13鄰南昌路一段163號","302364.436",2769104.075,"臺北市","中正區","南福里","13鄰","南昌路一段",NA,NA,"163號"
"臺北市大安區建倫里5鄰仁愛路四段109號","305477.608",2770132.307,"臺北市","大安區","建倫里","5鄰","仁愛路四段",NA,NA,"109號"
"臺北市大同區朝陽里15鄰延平北路二段83號","301631.258",2772093.536,"臺北市","大同區","朝陽里","15鄰","延平北路二段",NA,NA,"83號"
"臺北市內湖區西湖里13鄰瑞光路607號","307180.288",2774778.7,"臺北市","內湖區","西湖里","13鄰","瑞光路",NA,NA,"607號"
"臺北市信義區安康里9鄰松仁路101號","307387.803",2769881.418,"臺北市","信義區","安康里","9鄰","松仁路",NA,NA,"101號"
"臺北市內湖區湖元里18鄰新湖三路237號","308637.639",2773164.104,"臺北市","內湖區","湖元里","18鄰","新湖三路",NA,NA,"237號"
"臺北市內湖區東湖里19鄰康樂街136巷29弄40之1號","312259.625",2773933.954,"臺北市","內湖區","東湖里","19鄰","康樂街","136巷","29弄","40之1號"
"臺北市中正區文北里6鄰仁愛路二段7號","303062.981",2770143.445,"臺北市","中正區","文北里","6鄰","仁愛路二段",NA,NA,"7號"
"臺北市南港區三重里25鄰園區街3號","311745.412",2772394.44,"臺北市","南港區三重里25鄰園區","三重里","25鄰","街",NA,NA,"3號"
"臺北市中山區聚盛里16鄰錦州街50號","303079.743",2772544.675,"臺北市","中山區","聚盛里","16鄰","錦州街",NA,NA,"50號"
